method,offset,target,flowdroid-trans,flowdroid-direct,flowdroid-trans#depth_from_main,flowdroid-trans#src_node_in_deg,flowdroid-trans#dest_node_out_deg,flowdroid-trans#dest_node_in_deg,flowdroid-trans#src_node_out_deg,flowdroid-trans#repeated_edges,flowdroid-trans#node_disjoint_paths_from_main,flowdroid-trans#edge_disjoint_paths_from_main,flowdroid-trans#fanout,flowdroid-trans#min_fanout,flowdroid-trans#graph_node_count,flowdroid-trans#graph_edge_count,flowdroid-trans#graph_avg_deg,flowdroid-trans#graph_avg_edge_fanout,flowdroid-direct#depth_from_main,flowdroid-direct#src_node_in_deg,flowdroid-direct#dest_node_out_deg,flowdroid-direct#dest_node_in_deg,flowdroid-direct#src_node_out_deg,flowdroid-direct#repeated_edges,flowdroid-direct#node_disjoint_paths_from_main,flowdroid-direct#edge_disjoint_paths_from_main,flowdroid-direct#fanout,flowdroid-direct#min_fanout,flowdroid-direct#graph_node_count,flowdroid-direct#graph_edge_count,flowdroid-direct#graph_avg_deg,flowdroid-direct#graph_avg_edge_fanout,wiretap
<com.facebook.react.PackageList: java.util.ArrayList getPackages()>,xxx,<io.invertase.firebase.messaging.ReactNativeFirebaseMessagingPackage: void <init>()>,1.0,1.0,5.0,1.0,1.0,1.0,32.0,1.0,1.0,-1.0,32.0,32.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,5.0,1.0,1.0,1.0,32.0,1.0,1.0,-1.0,32.0,32.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
"<com.facebook.react.bridge.ReactMarker: void logFabricMarker(com.facebook.react.bridge.ReactMarkerConstants,java.lang.String,int)>",xxx,"<com.facebook.react.bridge.ReactMarker: void logFabricMarker(com.facebook.react.bridge.ReactMarkerConstants,java.lang.String,int,long)>",1.0,1.0,5.0,6.0,303.0,1.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,5.0,6.0,303.0,1.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<androidx.fragment.app.FragmentManager: void ensureExecReady(boolean)>,xxx,"<androidx.fragment.app.FragmentManager: void executePostponedTransaction(java.util.ArrayList,java.util.ArrayList)>",1.0,1.0,6.0,3.0,9.0,2.0,7.0,1.0,1.0,-1.0,7.0,7.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,6.0,3.0,9.0,2.0,7.0,1.0,1.0,-1.0,7.0,7.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.android.datatransport.runtime.scheduling.SchedulingConfigModule_ConfigFactory: com.google.android.datatransport.runtime.scheduling.jobscheduling.SchedulerConfig get()>,xxx,<com.google.android.datatransport.runtime.scheduling.SchedulingConfigModule_ConfigFactory: com.google.android.datatransport.runtime.scheduling.jobscheduling.SchedulerConfig get()>,1.0,1.0,4.0,22.0,27.0,22.0,27.0,1.0,1.0,-1.0,27.0,27.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,4.0,22.0,27.0,22.0,27.0,1.0,1.0,-1.0,27.0,27.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<okhttp3.internal.Util: void closeQuietly(java.io.Closeable)>,xxx,<com.facebook.soloader.FileLocker: void close()>,1.0,1.0,5.0,16.0,2.0,20.0,260.0,1.0,1.0,-1.0,260.0,260.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,5.0,16.0,2.0,20.0,260.0,1.0,1.0,-1.0,260.0,260.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.android.gms.tasks.zzu: void zzb()>,xxx,"<com.google.android.gms.common.internal.Preconditions: void checkState(boolean,java.lang.Object)>",1.0,1.0,7.0,2.0,3.0,15.0,1.0,1.0,1.0,-1.0,1.0,1.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,7.0,2.0,3.0,15.0,1.0,1.0,1.0,-1.0,1.0,1.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.firebase.installations.local.AutoValue_PersistedInstallationEntry$Builder: com.google.firebase.installations.local.PersistedInstallationEntry build()>,xxx,<com.google.firebase.installations.local.PersistedInstallationEntry: void <clinit>()>,1.0,1.0,9.0,8.0,2.0,2.0,8.0,1.0,1.0,-1.0,8.0,8.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,9.0,8.0,2.0,2.0,8.0,1.0,1.0,-1.0,8.0,8.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.android.datatransport.cct.CCTDestination: java.util.Set getSupportedEncodings()>,xxx,<com.google.android.datatransport.cct.CCTDestination: void <clinit>()>,1.0,1.0,14.0,1.0,7.0,5.0,1.0,1.0,1.0,-1.0,1.0,1.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,14.0,1.0,7.0,5.0,1.0,1.0,1.0,-1.0,1.0,1.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.android.datatransport.runtime.scheduling.SchedulingModule_WorkSchedulerFactory: com.google.android.datatransport.runtime.scheduling.jobscheduling.WorkScheduler get()>,xxx,<com.google.android.datatransport.runtime.scheduling.DefaultScheduler_Factory: com.google.android.datatransport.runtime.scheduling.DefaultScheduler get()>,1.0,1.0,4.0,22.0,27.0,22.0,27.0,1.0,1.0,-1.0,27.0,27.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,4.0,22.0,27.0,22.0,27.0,1.0,1.0,-1.0,27.0,27.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.android.datatransport.runtime.DaggerTransportRuntimeComponent: com.google.android.datatransport.runtime.TransportRuntime getTransportRuntime()>,xxx,<com.google.android.datatransport.runtime.backends.CreationContextFactory_Factory: com.google.android.datatransport.runtime.backends.CreationContextFactory get()>,1.0,1.0,11.0,1.0,27.0,22.0,26.0,1.0,1.0,-1.0,26.0,26.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,11.0,1.0,27.0,22.0,26.0,1.0,1.0,-1.0,26.0,26.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.facebook.soloader.ExtractFromZipSoSource$ZipUnpacker$ZipBackedInputDsoIterator: boolean hasNext()>,xxx,<com.facebook.soloader.ExtractFromZipSoSource$ZipUnpacker: com.facebook.soloader.ExtractFromZipSoSource$ZipDso[] ensureDsos()>,1.0,1.0,9.0,1.0,82.0,3.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,9.0,1.0,82.0,3.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.android.datatransport.runtime.scheduling.persistence.SQLiteEventStore: java.lang.Object inTransaction(com.google.android.datatransport.runtime.scheduling.persistence.SQLiteEventStore$Function)>,xxx,<com.google.android.datatransport.runtime.scheduling.persistence.'-$$Lambda$SQLiteEventStore$gG0qOGlF2zeEaCX_j879MF1dWFQ': java.lang.Object apply(java.lang.Object)>,1.0,1.0,10.0,7.0,2.0,3.0,21.0,1.0,1.0,-1.0,21.0,21.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,10.0,7.0,2.0,3.0,21.0,1.0,1.0,-1.0,21.0,21.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.facebook.react.bridge.ReactMarkerConstants: void <clinit>()>,xxx,"<com.facebook.react.bridge.ReactMarkerConstants: void <init>(java.lang.String,int)>",1.0,1.0,3.0,33.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,3.0,33.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.imagepicker.ImagePickerProvider: void <init>()>,xxx,<androidx.core.content.FileProvider: void <init>()>,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,-1.0,1.0,1.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1.0,2.0,1.0,4.0,1.0,1.0,1.0,-1.0,1.0,1.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
"<com.google.firebase.messaging.SharedPreferencesQueue: com.google.firebase.messaging.SharedPreferencesQueue createInstance(android.content.SharedPreferences,java.lang.String,java.lang.String,java.util.concurrent.Executor)>",xxx,"<com.google.firebase.messaging.SharedPreferencesQueue: void <init>(android.content.SharedPreferences,java.lang.String,java.lang.String,java.util.concurrent.Executor)>",1.0,1.0,10.0,1.0,2.0,1.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,10.0,1.0,2.0,1.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.firebase.components.ComponentRuntime: java.lang.Object lambda$discoverComponents$0$ComponentRuntime(com.google.firebase.components.Component)>,xxx,<com.google.firebase.installations.'-$$Lambda$FirebaseInstallationsRegistrar$S-TGqLUnPeNlFWH4x9vB3gPxkgs': java.lang.Object create(com.google.firebase.components.ComponentContainer)>,1.0,1.0,9.0,1.0,1.0,1.0,12.0,1.0,1.0,-1.0,12.0,12.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,9.0,1.0,1.0,1.0,12.0,1.0,1.0,-1.0,12.0,12.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
"<androidx.core.view.ViewCompat: void postOnAnimation(android.view.View,java.lang.Runnable)>",xxx,<org.devio.rn.splashscreen.SplashScreen$1: void run()>,1.0,1.0,6.0,15.0,13.0,187.0,689.0,1.0,1.0,-1.0,689.0,689.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,6.0,15.0,13.0,187.0,689.0,1.0,1.0,-1.0,689.0,689.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.firebase.messaging.FirebaseMessaging$AutoInit: java.lang.Boolean readEnabled()>,xxx,<com.google.firebase.messaging.FirebaseMessaging: void <clinit>()>,1.0,1.0,10.0,1.0,2.0,21.0,10.0,1.0,1.0,-1.0,10.0,10.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,10.0,1.0,2.0,21.0,10.0,1.0,1.0,-1.0,10.0,10.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
"<com.google.firebase.messaging.GmsRpc: com.google.android.gms.tasks.Task startRpc(java.lang.String,java.lang.String,java.lang.String,android.os.Bundle)>",xxx,"<com.google.firebase.messaging.GmsRpc: android.os.Bundle setDefaultAttributesToBundle(java.lang.String,java.lang.String,java.lang.String,android.os.Bundle)>",1.0,1.0,9.0,4.0,32.0,1.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,9.0,4.0,32.0,1.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.android.datatransport.runtime.TransportRuntime_Factory: com.google.android.datatransport.runtime.TransportRuntime get()>,xxx,<com.google.android.datatransport.runtime.scheduling.persistence.SchemaManager_Factory: com.google.android.datatransport.runtime.scheduling.persistence.SchemaManager get()>,1.0,1.0,4.0,22.0,28.0,22.0,27.0,1.0,1.0,-1.0,27.0,27.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,4.0,22.0,28.0,22.0,27.0,1.0,1.0,-1.0,27.0,27.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<androidx.appcompat.widget.ResourceManagerInternal: void <clinit>()>,xxx,<androidx.appcompat.widget.ResourceManagerInternal$ColorFilterLruCache: void <init>(int)>,1.0,1.0,8.0,15.0,1.0,1.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,8.0,15.0,1.0,1.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
"<androidx.appcompat.app.AppCompatDelegate: androidx.appcompat.app.AppCompatDelegate create(android.app.Activity,androidx.appcompat.app.AppCompatCallback)>",xxx,"<androidx.appcompat.app.AppCompatDelegateImpl: void <init>(android.app.Activity,androidx.appcompat.app.AppCompatCallback)>",1.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,-1.0,3.0,3.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,5.0,1.0,1.0,1.0,3.0,1.0,1.0,-1.0,3.0,3.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.android.gms.common.util.concurrent.zza: void run()>,xxx,<com.google.android.gms.common.util.concurrent.zza: void run()>,1.0,1.0,5.0,186.0,686.0,186.0,686.0,1.0,1.0,-1.0,686.0,686.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,5.0,186.0,686.0,186.0,686.0,1.0,1.0,-1.0,686.0,686.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.android.gms.common.util.concurrent.NamedThreadFactory: java.lang.Thread newThread(java.lang.Runnable)>,xxx,"<com.google.android.gms.common.util.concurrent.zza: void <init>(java.lang.Runnable,int)>",1.0,1.0,7.0,5.0,1.0,2.0,21.0,1.0,1.0,-1.0,21.0,21.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,7.0,5.0,1.0,2.0,21.0,1.0,1.0,-1.0,21.0,21.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.android.datatransport.runtime.scheduling.jobscheduling.Uploader_Factory: com.google.android.datatransport.runtime.scheduling.jobscheduling.Uploader get()>,xxx,<com.google.android.datatransport.runtime.backends.CreationContextFactory_Factory: com.google.android.datatransport.runtime.backends.CreationContextFactory get()>,1.0,1.0,4.0,22.0,27.0,22.0,27.0,1.0,1.0,-1.0,27.0,27.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,4.0,22.0,27.0,22.0,27.0,1.0,1.0,-1.0,27.0,27.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
"<androidx.savedstate.SavedStateRegistry: void performRestore(androidx.lifecycle.Lifecycle,android.os.Bundle)>",xxx,<androidx.lifecycle.LifecycleRegistry: void addObserver(androidx.lifecycle.LifecycleObserver)>,1.0,1.0,8.0,1.0,12.0,10.0,4.0,1.0,1.0,-1.0,4.0,4.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,8.0,1.0,12.0,10.0,4.0,1.0,1.0,-1.0,4.0,4.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.android.datatransport.runtime.scheduling.jobscheduling.SchedulerConfig$Builder: com.google.android.datatransport.runtime.scheduling.jobscheduling.SchedulerConfig build()>,xxx,<com.google.android.datatransport.Priority: com.google.android.datatransport.Priority[] values()>,1.0,1.0,8.0,1.0,109.0,1.0,137.0,1.0,1.0,-1.0,137.0,137.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,8.0,1.0,109.0,1.0,137.0,1.0,1.0,-1.0,137.0,137.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
"<com.facebook.react.ReactInstanceManagerBuilder: com.facebook.react.bridge.JavaScriptExecutorFactory getDefaultJSExecutorFactory(java.lang.String,java.lang.String,android.content.Context)>",xxx,<com.facebook.react.ReactInstanceManager: void initializeSoLoaderIfNecessary(android.content.Context)>,1.0,1.0,5.0,1.0,2.0,2.0,9.0,1.0,1.0,-1.0,9.0,9.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,5.0,1.0,2.0,2.0,9.0,1.0,1.0,-1.0,9.0,9.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
"<androidx.fragment.app.FragmentManager: void moveToState(int,boolean)>",xxx,<androidx.collection.MapCollections$ArrayIterator: boolean hasNext()>,1.0,1.0,7.0,5.0,0.0,1221.0,309.0,1.0,1.0,-1.0,309.0,309.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,7.0,5.0,0.0,1221.0,309.0,1.0,1.0,-1.0,309.0,309.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<androidx.lifecycle.LifecycleRegistry: void addObserver(androidx.lifecycle.LifecycleObserver)>,xxx,"<androidx.lifecycle.LifecycleRegistry$ObserverWithState: void <init>(androidx.lifecycle.LifecycleObserver,androidx.lifecycle.Lifecycle$State)>",1.0,1.0,7.0,10.0,3.0,1.0,12.0,1.0,1.0,-1.0,12.0,12.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,7.0,10.0,3.0,1.0,12.0,1.0,1.0,-1.0,12.0,12.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.firebase.messaging.FirebaseMessagingRegistrar: com.google.firebase.messaging.FirebaseMessaging lambda$getComponents$0$FirebaseMessagingRegistrar(com.google.firebase.components.ComponentContainer)>,xxx,<com.google.firebase.messaging.FirebaseMessaging: void <clinit>()>,1.0,1.0,11.0,1.0,2.0,21.0,7.0,1.0,1.0,-1.0,7.0,7.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,11.0,1.0,2.0,21.0,7.0,1.0,1.0,-1.0,7.0,7.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
"<androidx.collection.SimpleArrayMap: java.lang.Object put(java.lang.Object,java.lang.Object)>",xxx,<com.google.android.datatransport.Encoding: int hashCode()>,1.0,1.0,4.0,304.0,1.0,70.0,924.0,1.0,1.0,-1.0,924.0,924.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,4.0,304.0,1.0,70.0,924.0,1.0,1.0,-1.0,924.0,924.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.firebase.installations.Utils: com.google.firebase.installations.Utils getInstance()>,xxx,<com.google.firebase.installations.Utils: void <clinit>()>,1.0,1.0,13.0,2.0,3.0,7.0,3.0,1.0,1.0,-1.0,3.0,3.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,13.0,2.0,3.0,7.0,3.0,1.0,1.0,-1.0,3.0,3.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.firebase.installations.FirebaseInstallations: void doNetworkCallIfNecessary(boolean)>,xxx,<com.google.firebase.installations.local.PersistedInstallationEntry: boolean isNotGenerated()>,1.0,1.0,7.0,1.0,2.0,2.0,17.0,1.0,1.0,-1.0,17.0,17.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,7.0,1.0,2.0,2.0,17.0,1.0,1.0,-1.0,17.0,17.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<androidx.fragment.app.FragmentManager: boolean execPendingActions(boolean)>,xxx,<androidx.fragment.app.FragmentManager: void updateOnBackPressedCallbackEnabled()>,1.0,1.0,5.0,9.0,4.0,6.0,7.0,1.0,1.0,-1.0,7.0,7.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,5.0,9.0,4.0,6.0,7.0,1.0,1.0,-1.0,7.0,7.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.android.datatransport.runtime.scheduling.SchedulingModule_WorkSchedulerFactory: com.google.android.datatransport.runtime.scheduling.jobscheduling.WorkScheduler get()>,xxx,<com.google.android.datatransport.runtime.backends.MetadataBackendRegistry_Factory: com.google.android.datatransport.runtime.backends.MetadataBackendRegistry get()>,1.0,1.0,4.0,22.0,27.0,22.0,27.0,1.0,1.0,-1.0,27.0,27.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,4.0,22.0,27.0,22.0,27.0,1.0,1.0,-1.0,27.0,27.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.facebook.soloader.UnpackingSoSource: void prepare(int)>,xxx,<com.facebook.soloader.FileLocker: com.facebook.soloader.FileLocker lock(java.io.File)>,1.0,1.0,6.0,4.0,1.0,1.0,14.0,1.0,1.0,-1.0,14.0,14.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,6.0,4.0,1.0,1.0,14.0,1.0,1.0,-1.0,14.0,14.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.facebook.react.PackageList: java.util.ArrayList getPackages()>,xxx,<org.devio.rn.splashscreen.SplashScreenReactPackage: void <init>()>,1.0,1.0,5.0,1.0,1.0,1.0,32.0,1.0,1.0,-1.0,32.0,32.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,5.0,1.0,1.0,1.0,32.0,1.0,1.0,-1.0,32.0,32.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.firebase.components.ComponentRuntime: java.lang.Object lambda$discoverComponents$0$ComponentRuntime(com.google.firebase.components.Component)>,xxx,<com.google.firebase.components.'-$$Lambda$Component$KryL7UebsJ6sFV-CDK2Yw3_BWQc': java.lang.Object create(com.google.firebase.components.ComponentContainer)>,1.0,1.0,9.0,1.0,1.0,1.0,12.0,1.0,1.0,-1.0,12.0,12.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,9.0,1.0,1.0,1.0,12.0,1.0,1.0,-1.0,12.0,12.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.facebook.react.ReactRootView: void <init>(android.content.Context)>,xxx,<com.facebook.react.ReactRootView: void init()>,1.0,1.0,8.0,3.0,1.0,1.0,6.0,1.0,1.0,-1.0,6.0,6.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,8.0,3.0,1.0,1.0,6.0,1.0,1.0,-1.0,6.0,6.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.firebase.messaging.SyncTask: void run()>,xxx,<com.google.firebase.messaging.ServiceStarter: com.google.firebase.messaging.ServiceStarter getInstance()>,1.0,1.0,5.0,186.0,1.0,2.0,22.0,1.0,1.0,-1.0,22.0,22.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,5.0,186.0,1.0,2.0,22.0,1.0,1.0,-1.0,22.0,22.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.android.datatransport.runtime.scheduling.persistence.EventStoreModule_DbNameFactory: java.lang.String dbName()>,xxx,<com.google.android.datatransport.runtime.scheduling.persistence.EventStoreModule: java.lang.String dbName()>,1.0,1.0,5.0,1.0,0.0,1.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,5.0,1.0,0.0,1.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<androidx.appcompat.app.AppCompatDelegate: void addActiveDelegate(androidx.appcompat.app.AppCompatDelegate)>,xxx,<androidx.appcompat.app.AppCompatDelegate: void <clinit>()>,1.0,1.0,6.0,1.0,3.0,15.0,4.0,1.0,1.0,-1.0,4.0,4.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,6.0,1.0,3.0,15.0,4.0,1.0,1.0,-1.0,4.0,4.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.android.datatransport.runtime.backends.CreationContextFactory_Factory: com.google.android.datatransport.runtime.backends.CreationContextFactory get()>,xxx,"<com.google.android.datatransport.runtime.backends.CreationContextFactory_Factory: com.google.android.datatransport.runtime.backends.CreationContextFactory newInstance(android.content.Context,com.google.android.datatransport.runtime.time.Clock,com.google.android.datatransport.runtime.time.Clock)>",1.0,1.0,4.0,22.0,1.0,1.0,27.0,1.0,1.0,-1.0,27.0,27.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,4.0,22.0,1.0,1.0,27.0,1.0,1.0,-1.0,27.0,27.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.firebase.components.OptionalProvider: java.lang.Object get()>,xxx,<com.google.firebase.components.OptionalProvider: java.lang.Object get()>,1.0,1.0,8.0,14.0,11.0,14.0,11.0,1.0,1.0,-1.0,11.0,11.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,8.0,14.0,11.0,14.0,11.0,1.0,1.0,-1.0,11.0,11.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.facebook.react.uimanager.DisplayMetricsHolder: void initDisplayMetrics(android.content.Context)>,xxx,<com.facebook.react.uimanager.DisplayMetricsHolder: void setScreenDisplayMetrics(android.util.DisplayMetrics)>,1.0,1.0,4.0,1.0,0.0,1.0,19.0,1.0,1.0,-1.0,19.0,19.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,4.0,1.0,0.0,1.0,19.0,1.0,1.0,-1.0,19.0,19.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.firebase.platforminfo.DefaultUserAgentPublisher: java.lang.String toUserAgent(java.util.Set)>,xxx,<androidx.collection.MapCollections$ArrayIterator: boolean hasNext()>,1.0,1.0,11.0,2.0,0.0,1221.0,389.0,1.0,1.0,-1.0,389.0,389.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,11.0,2.0,0.0,1221.0,389.0,1.0,1.0,-1.0,389.0,389.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
"<com.google.android.datatransport.runtime.scheduling.persistence.SQLiteEventStore: java.lang.Object retryIfDbLocked(com.google.android.datatransport.runtime.scheduling.persistence.SQLiteEventStore$Producer,com.google.android.datatransport.runtime.scheduling.persistence.SQLiteEventStore$Function)>",xxx,<com.google.android.datatransport.runtime.time.UptimeClock: long getTime()>,1.0,1.0,9.0,2.0,1.0,7.0,24.0,1.0,1.0,-1.0,24.0,24.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,9.0,2.0,1.0,7.0,24.0,1.0,1.0,-1.0,24.0,24.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,0
<com.google.android.datatransport.runtime.DaggerTransportRuntimeComponent$Builder: com.google.android.datatransport.runtime.TransportRuntimeComponent build()>,xxx,"<com.google.android.datatransport.runtime.dagger.internal.Preconditions: void checkBuilderRequirement(java.lang.Object,java.lang.Class)>",1.0,1.0,11.0,1.0,5.0,1.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,11.0,1.0,5.0,1.0,2.0,1.0,1.0,-1.0,2.0,2.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
<com.google.firebase.installations.FirebaseInstallations: com.google.firebase.installations.local.PersistedInstallationEntry getPrefsWithGeneratedIdMultiProcessSafe()>,xxx,"<com.google.firebase.installations.CrossProcessLock: com.google.firebase.installations.CrossProcessLock acquire(android.content.Context,java.lang.String)>",1.0,1.0,8.0,1.0,7.0,3.0,9.0,1.0,1.0,-1.0,9.0,9.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,8.0,1.0,7.0,3.0,9.0,1.0,1.0,-1.0,9.0,9.0,66368.0,1301292.0,19.607220347155256,442.5729075411207,1
